"","response","age","whitecollar","bluecollar","other_job","divorced","married","single","primary","secondary","tertiary","unknown_edu"
"3035","No",29,0,1,0,0,1,0,1,0,0,0
"3037","Yes",73,0,0,1,0,1,0,1,0,0,0
"3038","No",52,0,1,0,0,1,0,0,1,0,0
"3039","No",49,0,1,0,0,1,0,0,1,0,0
"3040","No",63,0,0,1,0,1,0,1,0,0,0
"3043","No",49,0,0,1,0,1,0,0,0,1,0
"3045","No",53,1,0,0,0,1,0,0,0,0,1
"3046","No",53,0,1,0,0,1,0,0,0,1,0
"3047","No",43,0,1,0,0,1,0,1,0,0,0
"3048","No",35,1,0,0,0,0,1,0,1,0,0
"3050","No",25,0,0,1,0,0,1,0,0,1,0
"3051","No",31,0,1,0,0,0,1,0,0,0,1
"3052","No",48,1,0,0,0,1,0,0,0,1,0
"3053","No",40,0,0,1,0,1,0,0,1,0,0
"3054","No",46,0,1,0,0,1,0,1,0,0,0
"3055","No",30,0,1,0,0,0,1,0,1,0,0
"3056","No",47,0,1,0,0,1,0,0,1,0,0
"3057","No",23,0,1,0,0,0,1,0,1,0,0
"3058","No",29,0,1,0,0,1,0,0,0,1,0
"3060","No",56,0,0,1,0,1,0,1,0,0,0
"3062","No",55,0,0,1,0,1,0,0,1,0,0
"3063","No",43,1,0,0,0,1,0,0,0,1,0
"3064","No",34,0,1,0,0,1,0,0,1,0,0
"3066","No",55,0,1,0,0,1,0,0,1,0,0
"3068","No",34,1,0,0,0,0,1,0,0,1,0
"3069","No",43,1,0,0,0,1,0,0,0,1,0
"3070","No",39,0,1,0,0,1,0,1,0,0,0
"3071","No",39,0,1,0,0,0,1,0,0,0,1
"3073","No",55,1,0,0,0,1,0,0,0,1,0
"3074","Yes",67,0,0,1,0,1,0,0,0,1,0
"3075","No",34,1,0,0,0,1,0,0,0,1,0
"3076","No",47,0,1,0,0,1,0,0,1,0,0
"3077","No",33,0,1,0,0,1,0,1,0,0,0
"3078","No",45,1,0,0,0,1,0,0,1,0,0
"3079","No",36,0,1,0,0,1,0,0,1,0,0
"3080","No",59,0,1,0,1,0,0,0,1,0,0
"3081","Yes",33,0,1,0,0,1,0,0,1,0,0
"3082","No",52,0,1,0,1,0,0,0,1,0,0
"3083","No",53,0,1,0,0,1,0,1,0,0,0
"3084","No",41,0,0,1,0,1,0,1,0,0,0
"3085","No",45,0,1,0,0,1,0,0,1,0,0
"3086","No",60,1,0,0,0,0,1,0,1,0,0
"3087","No",32,0,1,0,0,1,0,0,1,0,0
"3088","No",28,1,0,0,0,0,1,0,0,1,0
"3090","No",53,0,1,0,0,1,0,0,1,0,0
"3091","No",58,1,0,0,0,1,0,0,0,1,0
"3092","No",38,0,1,0,0,1,0,0,1,0,0
"3094","No",53,1,0,0,0,1,0,0,0,1,0
"3096","No",52,0,1,0,0,0,1,0,1,0,0
"3097","No",38,0,1,0,0,1,0,0,1,0,0
"3098","No",37,0,1,0,0,1,0,1,0,0,0
"3099","No",37,0,1,0,0,1,0,1,0,0,0
"3100","No",37,0,1,0,0,1,0,0,1,0,0
"3102","No",44,0,1,0,0,1,0,1,0,0,0
"3103","No",61,0,0,1,0,1,0,0,1,0,0
"3104","No",34,1,0,0,0,1,0,0,1,0,0
"3105","No",33,1,0,0,0,0,1,0,1,0,0
"3106","No",30,0,1,0,1,0,0,0,1,0,0
"3107","No",27,0,1,0,1,0,0,0,1,0,0
"3108","No",37,0,1,0,0,1,0,0,1,0,0
"3109","No",38,0,1,0,0,1,0,1,0,0,0
"3110","No",35,1,0,0,0,0,1,0,0,1,0
"3111","No",50,0,1,0,0,1,0,0,1,0,0
"3112","No",39,1,0,0,0,1,0,0,1,0,0
"3113","No",35,1,0,0,0,1,0,0,1,0,0
"3114","No",36,1,0,0,1,0,0,0,1,0,0
"3115","No",28,0,1,0,0,0,1,0,1,0,0
"3117","No",39,1,0,0,0,1,0,0,1,0,0
"3118","Yes",30,0,1,0,0,0,1,0,1,0,0
"3119","No",32,0,1,0,0,1,0,0,1,0,0
"3121","No",47,0,1,0,0,1,0,1,0,0,0
"3122","No",53,1,0,0,0,1,0,0,0,1,0
"3123","No",57,0,1,0,0,1,0,1,0,0,0
"3124","Yes",47,0,1,0,0,1,0,0,1,0,0
"3125","No",56,1,0,0,0,1,0,0,0,1,0
"3126","No",38,1,0,0,0,1,0,1,0,0,0
"3127","No",52,0,1,0,0,1,0,1,0,0,0
"3128","No",46,0,1,0,0,1,0,0,1,0,0
"3129","No",57,0,1,0,0,1,0,1,0,0,0
"3130","No",42,0,1,0,1,0,0,0,0,0,1
"3131","No",57,0,0,1,0,1,0,0,1,0,0
"3132","No",51,0,0,1,0,1,0,0,1,0,0
"3134","No",37,0,1,0,0,1,0,1,0,0,0
"3136","Yes",48,1,0,0,0,1,0,0,0,1,0
"3137","No",39,0,1,0,0,1,0,1,0,0,0
"3138","No",42,0,1,0,0,1,0,0,1,0,0
"3139","No",36,1,0,0,0,1,0,0,0,1,0
"3140","No",34,0,1,0,0,0,1,0,1,0,0
"3141","No",61,0,0,1,0,1,0,1,0,0,0
"3143","No",35,0,1,0,0,0,1,1,0,0,0
"3144","No",54,0,1,0,0,1,0,0,1,0,0
"3145","No",31,1,0,0,0,1,0,0,0,1,0
"3147","No",32,0,0,1,0,1,0,0,0,1,0
"3148","No",52,0,0,1,0,1,0,0,1,0,0
"3150","No",31,0,1,0,0,1,0,0,1,0,0
"3151","No",53,0,1,0,0,1,0,0,1,0,0
"3152","No",43,1,0,0,0,1,0,0,1,0,0
"3153","No",47,0,0,1,0,1,0,1,0,0,0
"3154","No",46,0,1,0,0,1,0,1,0,0,0
"3155","No",34,1,0,0,1,0,0,0,1,0,0
"3156","No",55,0,1,0,0,0,1,0,0,1,0
"3157","No",23,1,0,0,0,0,1,0,1,0,0
"3159","No",58,1,0,0,0,1,0,0,1,0,0
"3161","Yes",27,1,0,0,0,1,0,0,0,1,0
"3162","Yes",24,0,1,0,0,1,0,0,1,0,0
"3163","No",48,1,0,0,0,1,0,0,1,0,0
"3164","No",31,0,1,0,0,0,1,0,1,0,0
"3165","No",57,0,1,0,0,1,0,0,1,0,0
"3166","No",53,1,0,0,0,1,0,0,0,1,0
"3167","No",42,0,1,0,0,1,0,1,0,0,0
"3169","No",59,1,0,0,0,1,0,0,1,0,0
"3170","No",38,0,1,0,0,1,0,0,1,0,0
"3171","No",39,0,1,0,0,1,0,0,1,0,0
"3172","No",28,0,1,0,0,0,1,1,0,0,0
"3174","No",33,0,1,0,0,0,1,0,0,1,0
"3175","No",36,0,1,0,0,0,1,0,1,0,0
"3176","No",38,1,0,0,1,0,0,0,1,0,0
"3178","No",32,1,0,0,0,0,1,0,0,1,0
"3179","No",35,1,0,0,0,1,0,0,1,0,0
"3180","No",58,0,1,0,0,1,0,1,0,0,0
"3181","No",30,0,1,0,0,1,0,0,1,0,0
"3183","No",36,0,1,0,0,1,0,0,1,0,0
"3184","No",32,0,1,0,0,1,0,0,1,0,0
"3185","Yes",34,1,0,0,0,0,1,0,0,1,0
"3186","No",42,1,0,0,0,1,0,0,1,0,0
"3187","No",41,1,0,0,0,1,0,0,0,1,0
"3188","Yes",63,0,0,1,0,1,0,0,1,0,0
"3189","No",38,1,0,0,1,0,0,0,0,1,0
"3190","No",54,0,1,0,0,1,0,1,0,0,0
"3191","No",39,0,1,0,0,1,0,0,1,0,0
"3192","No",46,0,1,0,0,1,0,0,1,0,0
"3193","No",37,0,1,0,0,1,0,0,0,1,0
"3194","No",76,0,0,1,1,0,0,1,0,0,0
"3195","No",28,1,0,0,0,0,1,0,0,0,1
"3196","No",33,0,1,0,0,1,0,1,0,0,0
"3197","No",46,1,0,0,0,1,0,0,0,1,0
"3198","No",30,0,0,1,0,0,1,0,1,0,0
"3199","No",60,1,0,0,0,1,0,0,0,1,0
"3200","No",56,0,0,1,0,1,0,0,0,1,0
"3201","No",24,0,0,1,0,0,1,0,0,0,1
"3202","No",58,0,0,1,0,1,0,0,1,0,0
"3204","No",32,0,1,0,0,1,0,0,1,0,0
"3205","No",33,0,1,0,0,1,0,1,0,0,0
"3207","No",60,0,0,1,0,1,0,1,0,0,0
"3208","No",54,1,0,0,0,1,0,0,0,1,0
"3209","No",30,0,1,0,0,1,0,1,0,0,0
"3210","No",50,0,1,0,0,1,0,0,1,0,0
"3211","No",50,1,0,0,0,1,0,0,1,0,0
"3212","No",37,0,1,0,0,1,0,0,1,0,0
"3213","No",41,0,1,0,0,1,0,0,0,1,0
"3214","No",49,1,0,0,0,1,0,0,1,0,0
"3215","No",41,0,1,0,0,1,0,1,0,0,0
"3216","No",40,0,1,0,0,1,0,0,1,0,0
"3217","No",38,0,1,0,0,1,0,0,1,0,0
"3218","No",34,0,1,0,0,1,0,0,1,0,0
"3219","No",49,1,0,0,0,1,0,0,1,0,0
"3220","Yes",72,0,0,1,0,1,0,1,0,0,0
"3221","No",34,0,1,0,0,1,0,0,1,0,0
"3222","No",31,0,1,0,0,1,0,0,1,0,0
"3223","No",33,0,1,0,0,0,1,0,1,0,0
"3224","No",31,1,0,0,0,1,0,0,0,1,0
"3225","Yes",55,1,0,0,0,1,0,0,0,1,0
"3226","No",25,0,0,1,0,1,0,0,1,0,0
"3227","No",34,1,0,0,0,1,0,0,0,1,0
"3228","No",53,1,0,0,0,1,0,0,0,1,0
"3229","No",39,1,0,0,0,0,1,0,0,1,0
"3230","Yes",41,1,0,0,0,1,0,1,0,0,0
"3231","No",32,0,1,0,0,0,1,0,1,0,0
"3234","No",19,0,0,1,0,0,1,0,0,0,1
"3235","No",39,1,0,0,0,0,1,0,0,1,0
"3238","No",32,1,0,0,0,1,0,1,0,0,0
"3239","No",53,1,0,0,1,0,0,0,1,0,0
"3241","No",43,0,1,0,0,0,1,0,1,0,0
"3242","No",48,0,1,0,0,1,0,0,1,0,0
"3243","No",27,0,1,0,0,0,1,0,1,0,0
"3245","No",51,1,0,0,0,1,0,0,0,0,1
"3246","No",39,1,0,0,0,0,1,0,0,1,0
"3247","No",33,0,1,0,0,1,0,0,1,0,0
"3248","No",50,0,1,0,1,0,0,1,0,0,0
"3249","Yes",59,0,0,1,1,0,0,0,1,0,0
"3250","No",58,0,0,1,0,1,0,1,0,0,0
"3252","No",60,0,1,0,0,1,0,0,1,0,0
"3253","No",38,1,0,0,0,1,0,0,0,1,0
"3254","No",39,0,1,0,0,1,0,0,0,0,1
"3255","No",40,1,0,0,0,1,0,0,1,0,0
"3256","No",55,0,1,0,0,1,0,1,0,0,0
"3258","No",31,1,0,0,0,0,1,0,1,0,0
"3259","No",38,0,1,0,0,1,0,0,1,0,0
"3260","No",52,1,0,0,0,1,0,0,1,0,0
"3262","No",32,0,1,0,0,1,0,1,0,0,0
"3263","No",58,0,1,0,1,0,0,0,1,0,0
"3265","No",36,1,0,0,0,0,1,0,0,1,0
"3266","No",55,0,0,1,0,1,0,0,1,0,0
"3268","No",49,1,0,0,0,1,0,0,1,0,0
"3269","No",44,0,1,0,0,1,0,0,1,0,0
"3270","No",37,0,1,0,1,0,0,0,1,0,0
"3272","Yes",36,0,1,0,0,1,0,0,1,0,0
"3274","No",32,0,1,0,0,0,1,0,0,1,0
"3275","No",56,1,0,0,0,1,0,0,0,1,0
"3276","No",32,1,0,0,0,1,0,0,0,1,0
"3277","No",35,1,0,0,0,1,0,0,0,1,0
"3278","No",44,1,0,0,0,1,0,0,1,0,0
"3280","No",31,0,1,0,0,0,1,0,0,1,0
"3281","No",60,0,1,0,0,1,0,0,0,0,1
"3283","No",45,1,0,0,0,1,0,0,1,0,0
"3284","No",45,0,1,0,0,1,0,1,0,0,0
"3285","No",57,1,0,0,0,1,0,0,1,0,0
"3286","No",36,1,0,0,0,1,0,0,0,1,0
"3287","No",30,0,1,0,0,0,1,1,0,0,0
"3289","No",59,0,0,1,1,0,0,0,1,0,0
"3290","No",58,1,0,0,0,1,0,0,0,1,0
"3291","No",49,0,0,1,0,1,0,1,0,0,0
"3292","No",48,0,1,0,0,1,0,0,0,1,0
"3293","No",28,0,1,0,0,0,1,0,0,1,0
"3294","No",59,1,0,0,1,0,0,1,0,0,0
"3295","No",40,1,0,0,0,1,0,0,0,1,0
"3297","No",58,0,1,0,0,1,0,0,1,0,0
"3301","No",53,0,1,0,0,1,0,0,0,1,0
"3303","No",33,1,0,0,1,0,0,0,0,1,0
"3306","Yes",40,0,1,0,0,0,1,0,1,0,0
"3307","No",52,1,0,0,0,1,0,0,1,0,0
"3308","No",28,0,0,1,0,0,1,0,1,0,0
"3309","No",49,1,0,0,0,1,0,0,1,0,0
"3310","No",28,0,1,0,0,0,1,0,1,0,0
"3311","No",29,0,1,0,0,0,1,0,0,1,0
"3312","Yes",87,0,0,1,0,1,0,1,0,0,0
"3313","No",37,1,0,0,1,0,0,0,1,0,0
"3314","No",36,0,1,0,0,1,0,1,0,0,0
"3317","No",60,1,0,0,0,1,0,0,1,0,0
"3319","No",69,0,0,1,0,1,0,0,1,0,0
"3320","No",41,0,0,1,0,1,0,0,1,0,0
"3321","No",48,1,0,0,0,0,1,0,1,0,0
"3322","Yes",35,0,1,0,1,0,0,1,0,0,0
"3323","No",30,0,1,0,0,0,1,0,1,0,0
"3324","No",59,1,0,0,0,1,0,0,0,1,0
"3325","No",32,1,0,0,0,0,1,0,0,1,0
"3326","No",28,0,1,0,0,0,1,0,1,0,0
"3327","No",60,0,1,0,0,1,0,1,0,0,0
"3328","No",36,1,0,0,0,1,0,1,0,0,0
"3329","No",32,1,0,0,0,0,1,0,0,1,0
"3330","No",34,1,0,0,1,0,0,0,0,1,0
"3331","No",58,0,1,0,0,1,0,0,1,0,0
"3334","Yes",33,1,0,0,0,1,0,0,1,0,0
"3335","No",46,0,0,1,1,0,0,1,0,0,0
"3337","No",37,1,0,0,0,1,0,0,1,0,0
"3338","No",58,0,1,0,0,1,0,1,0,0,0
"3339","No",34,1,0,0,0,1,0,0,1,0,0
"3340","No",34,0,1,0,1,0,0,0,1,0,0
"3341","No",49,1,0,0,0,1,0,1,0,0,0
"3342","Yes",53,1,0,0,0,1,0,0,1,0,0
"3343","No",42,0,0,1,0,1,0,0,1,0,0
"3345","No",30,0,1,0,0,0,1,1,0,0,0
"3346","No",31,0,1,0,1,0,0,0,1,0,0
"3348","No",36,1,0,0,0,1,0,0,0,1,0
"3349","No",31,0,1,0,0,0,1,0,1,0,0
"3350","No",26,1,0,0,0,1,0,0,0,1,0
"3352","No",49,1,0,0,0,1,0,0,1,0,0
"3353","No",54,1,0,0,0,1,0,0,0,1,0
"3354","No",47,1,0,0,1,0,0,0,0,1,0
"3355","No",61,1,0,0,0,1,0,0,1,0,0
"3356","No",49,0,1,0,0,1,0,1,0,0,0
"3357","No",51,0,1,0,0,1,0,0,1,0,0
"3358","No",53,0,1,0,0,1,0,1,0,0,0
"3359","No",35,1,0,0,0,1,0,0,0,1,0
"3360","No",25,0,0,1,0,0,1,0,1,0,0
"3361","Yes",79,0,0,1,0,1,0,1,0,0,0
"3362","No",53,0,1,0,0,1,0,1,0,0,0
"3363","No",21,0,0,1,0,0,1,0,1,0,0
"3364","No",33,0,1,0,0,1,0,0,1,0,0
"3365","No",40,1,0,0,1,0,0,0,1,0,0
"3367","No",52,0,0,1,0,1,0,1,0,0,0
"3368","Yes",27,1,0,0,0,1,0,0,1,0,0
"3370","No",51,1,0,0,1,0,0,0,1,0,0
"3373","No",32,1,0,0,0,0,1,0,0,1,0
"3374","No",28,1,0,0,0,0,1,0,0,1,0
"3376","No",50,0,1,0,0,1,0,0,0,0,1
"3377","No",42,0,1,0,0,0,1,0,1,0,0
"3379","No",34,0,0,1,0,1,0,0,1,0,0
"3382","No",34,1,0,0,0,1,0,0,1,0,0
"3384","No",37,0,1,0,0,1,0,0,1,0,0
"3385","No",35,1,0,0,0,0,1,0,1,0,0
"3387","No",32,0,1,0,0,1,0,0,1,0,0
"3388","No",52,0,1,0,0,0,1,0,0,1,0
"3389","No",49,0,1,0,0,1,0,0,1,0,0
"3390","No",46,1,0,0,1,0,0,0,1,0,0
"3391","No",42,1,0,0,0,1,0,1,0,0,0
"3392","No",36,0,1,0,0,1,0,0,0,0,1
"3393","No",32,0,1,0,0,1,0,0,1,0,0
"3394","No",49,0,1,0,0,1,0,0,0,1,0
"3396","No",40,1,0,0,0,1,0,0,1,0,0
"3397","No",36,1,0,0,0,1,0,0,1,0,0
"3398","No",36,1,0,0,0,1,0,0,1,0,0
"3399","No",34,0,1,0,0,1,0,0,1,0,0
"3400","No",46,1,0,0,0,1,0,0,0,1,0
"3401","No",32,0,1,0,0,1,0,0,0,1,0
"3402","No",32,0,0,1,0,0,1,0,0,1,0
"3403","No",32,1,0,0,0,0,1,0,0,1,0
"3404","No",43,1,0,0,0,1,0,0,0,1,0
"3405","No",25,1,0,0,0,0,1,0,0,1,0
"3406","No",55,1,0,0,0,1,0,0,1,0,0
"3407","No",24,1,0,0,0,0,1,0,1,0,0
"3410","No",48,0,1,0,0,0,1,1,0,0,0
"3411","No",36,1,0,0,0,1,0,0,0,1,0
"3412","No",57,1,0,0,0,1,0,0,0,1,0
"3414","Yes",33,1,0,0,0,0,1,0,0,1,0
"3415","No",38,0,1,0,0,0,1,0,1,0,0
"3416","No",26,0,1,0,0,0,1,0,1,0,0
"3417","No",30,1,0,0,0,0,1,0,0,1,0
"3418","No",55,0,1,0,1,0,0,0,0,1,0
"3419","No",34,0,1,0,0,1,0,0,1,0,0
"3421","No",36,1,0,0,0,0,1,0,0,1,0
"3422","No",65,0,0,1,0,1,0,1,0,0,0
"3423","Yes",39,1,0,0,0,1,0,0,0,1,0
"3424","No",52,0,1,0,0,1,0,1,0,0,0
"3425","Yes",55,0,1,0,0,1,0,0,1,0,0
"3426","No",26,1,0,0,0,0,1,0,0,1,0
"3428","No",52,1,0,0,0,1,0,0,1,0,0
"3429","No",29,1,0,0,0,1,0,0,0,1,0
"3431","No",30,0,1,0,0,0,1,0,0,1,0
"3432","Yes",28,0,0,1,0,0,1,0,1,0,0
"3433","No",26,0,1,0,0,1,0,0,1,0,0
"3436","No",48,0,1,0,0,1,0,0,1,0,0
"3437","No",35,0,1,0,0,1,0,0,1,0,0
"3438","No",26,0,1,0,0,0,1,0,1,0,0
"3439","No",49,0,1,0,0,1,0,0,0,0,1
"3441","No",32,0,1,0,0,1,0,0,1,0,0
"3442","No",31,1,0,0,0,1,0,0,1,0,0
"3443","No",48,0,0,1,0,1,0,1,0,0,0
"3444","No",40,0,1,0,0,1,0,0,1,0,0
"3445","No",42,0,1,0,1,0,0,0,1,0,0
"3446","No",48,0,1,0,0,1,0,0,1,0,0
"3448","No",53,1,0,0,0,1,0,0,0,1,0
"3449","No",59,0,0,1,1,0,0,0,1,0,0
"3450","No",28,0,0,1,0,0,1,0,1,0,0
"3451","No",41,0,1,0,0,1,0,1,0,0,0
"3452","No",50,1,0,0,0,0,1,1,0,0,0
"3453","No",31,1,0,0,0,1,0,0,1,0,0
"3454","No",30,0,1,0,0,0,1,0,1,0,0
"3455","No",59,1,0,0,1,0,0,0,1,0,0
"3456","No",33,0,1,0,1,0,0,0,1,0,0
"3457","No",35,1,0,0,0,1,0,0,1,0,0
"3458","No",30,1,0,0,0,0,1,0,0,1,0
"3459","Yes",71,0,0,1,0,1,0,0,1,0,0
"3460","No",30,0,1,0,0,0,1,1,0,0,0
"3461","No",24,0,1,0,0,1,0,0,1,0,0
"3462","No",34,0,1,0,0,0,1,0,1,0,0
"3465","No",33,1,0,0,0,0,1,0,1,0,0
"3466","No",38,0,1,0,0,1,0,0,1,0,0
"3467","No",41,1,0,0,1,0,0,0,1,0,0
"3468","No",42,1,0,0,1,0,0,0,0,1,0
"3469","No",38,0,1,0,1,0,0,0,1,0,0
"3470","No",48,0,1,0,0,1,0,1,0,0,0
"3471","No",34,0,1,0,0,0,1,0,1,0,0
"3473","No",33,0,1,0,0,1,0,0,1,0,0
"3474","No",40,1,0,0,0,1,0,0,0,1,0
"3475","No",36,1,0,0,0,1,0,0,1,0,0
"3476","No",32,0,1,0,0,0,1,0,1,0,0
"3477","No",33,0,1,0,0,1,0,0,1,0,0
"3478","No",55,0,1,0,0,1,0,0,0,0,1
"3479","No",58,1,0,0,0,1,0,1,0,0,0
"3480","No",25,0,1,0,0,0,1,0,0,1,0
"3481","No",47,0,1,0,0,1,0,0,1,0,0
"3483","No",59,0,0,1,0,1,0,0,1,0,0
"3486","No",25,1,0,0,0,0,1,0,0,1,0
"3487","No",58,0,0,1,0,1,0,1,0,0,0
"3489","No",40,1,0,0,0,1,0,0,0,1,0
"3490","No",38,0,1,0,0,1,0,0,1,0,0
"3491","No",66,1,0,0,0,0,1,0,0,1,0
"3492","Yes",47,1,0,0,0,1,0,0,0,1,0
"3493","No",37,0,1,0,0,1,0,0,1,0,0
"3495","No",50,0,1,0,0,1,0,1,0,0,0
"3496","No",76,0,0,1,0,1,0,1,0,0,0
"3497","No",58,1,0,0,0,0,1,0,0,1,0
"3498","No",42,1,0,0,0,1,0,0,1,0,0
"3500","No",28,1,0,0,0,0,1,0,0,1,0
"3501","No",41,0,1,0,0,1,0,0,1,0,0
"3502","No",30,1,0,0,0,1,0,0,0,1,0
"3504","No",27,0,1,0,0,0,1,0,1,0,0
"3505","No",48,1,0,0,0,1,0,0,0,1,0
"3506","No",36,0,1,0,0,1,0,0,0,1,0
"3507","No",54,1,0,0,0,1,0,0,0,1,0
"3508","No",36,0,1,0,0,1,0,0,1,0,0
"3509","No",52,0,0,1,0,1,0,0,1,0,0
"3510","No",34,0,1,0,1,0,0,0,1,0,0
"3511","Yes",43,0,1,0,0,1,0,0,1,0,0
"3512","No",32,1,0,0,0,0,1,0,0,1,0
"3513","No",33,1,0,0,0,0,1,0,0,1,0
"3514","No",51,0,0,1,0,1,0,0,0,0,1
"3515","No",39,0,0,1,0,1,0,0,1,0,0
"3516","No",44,1,0,0,0,0,1,0,0,1,0
"3517","No",49,0,0,1,1,0,0,1,0,0,0
"3518","No",25,0,1,0,0,1,0,0,0,1,0
"3522","No",36,1,0,0,0,1,0,0,0,1,0
"3523","No",54,0,1,0,0,1,0,0,1,0,0
"3525","No",45,0,1,0,0,1,0,0,1,0,0
"3526","No",31,1,0,0,0,0,1,0,1,0,0
"3527","No",45,0,1,0,0,1,0,0,1,0,0
"3530","No",43,0,0,1,0,0,1,0,0,1,0
"3532","No",44,1,0,0,1,0,0,0,0,1,0
"3533","No",42,0,1,0,0,1,0,0,1,0,0
"3534","No",26,0,1,0,0,0,1,0,1,0,0
"3536","No",48,0,1,0,0,1,0,1,0,0,0
"3537","No",60,0,1,0,0,1,0,0,0,0,1
"3538","No",27,1,0,0,1,0,0,0,1,0,0
"3539","Yes",30,0,0,1,0,0,1,0,0,1,0
"3540","No",28,1,0,0,0,0,1,0,1,0,0
"3541","Yes",58,0,0,1,0,1,0,1,0,0,0
"3542","No",37,1,0,0,0,1,0,0,0,1,0
"3543","No",36,0,1,0,0,1,0,0,1,0,0
"3545","No",52,0,0,1,0,1,0,1,0,0,0
"3546","No",55,0,0,1,0,1,0,0,1,0,0
"3547","No",30,1,0,0,0,0,1,0,0,1,0
"3548","No",36,0,1,0,0,0,1,0,1,0,0
"3550","No",47,0,1,0,0,1,0,1,0,0,0
"3551","No",42,0,0,1,0,0,1,1,0,0,0
"3552","No",42,1,0,0,0,1,0,0,1,0,0
"3553","No",58,0,0,1,0,1,0,0,1,0,0
"3554","Yes",68,0,0,1,0,1,0,0,1,0,0
"3555","No",43,0,1,0,0,1,0,0,1,0,0
"3556","No",44,0,1,0,0,1,0,0,1,0,0
"3557","Yes",49,0,1,0,0,1,0,0,0,1,0
"3558","No",57,0,0,1,0,1,0,0,0,1,0
"3559","Yes",61,1,0,0,1,0,0,0,0,1,0
"3560","No",36,1,0,0,0,0,1,0,1,0,0
"3561","No",31,0,1,0,0,1,0,0,1,0,0
"3562","No",51,0,1,0,0,1,0,0,0,1,0
"3563","No",31,0,1,0,0,0,1,0,0,1,0
"3564","No",56,0,1,0,0,1,0,1,0,0,0
"3565","No",30,0,1,0,0,0,1,0,0,1,0
"3566","No",38,0,1,0,0,1,0,0,1,0,0
"3567","No",35,0,1,0,0,1,0,0,1,0,0
"3568","No",31,0,1,0,0,1,0,0,0,0,1
"3569","No",39,1,0,0,1,0,0,0,1,0,0
"3571","No",39,0,1,0,0,1,0,0,0,1,0
"3572","No",26,1,0,0,0,1,0,0,1,0,0
"3573","No",55,0,1,0,0,1,0,0,1,0,0
"3574","No",43,0,1,0,1,0,0,1,0,0,0
"3576","No",51,1,0,0,0,1,0,1,0,0,0
"3578","No",32,1,0,0,0,1,0,0,0,1,0
"3579","No",53,0,1,0,0,1,0,0,1,0,0
"3580","No",44,1,0,0,1,0,0,0,0,1,0
"3581","No",38,1,0,0,0,1,0,0,0,1,0
"3582","No",47,1,0,0,0,1,0,0,0,1,0
"3583","No",36,1,0,0,0,1,0,0,0,1,0
"3584","No",30,1,0,0,0,0,1,0,0,1,0
"3586","No",33,1,0,0,0,1,0,0,1,0,0
"3588","No",38,1,0,0,0,1,0,0,0,1,0
"3591","No",41,0,0,1,0,1,0,0,0,1,0
"3592","No",29,0,1,0,0,1,0,0,1,0,0
"3593","No",39,0,1,0,0,1,0,0,1,0,0
"3595","No",47,0,1,0,0,1,0,0,1,0,0
"3596","No",30,0,1,0,0,0,1,0,1,0,0
"3597","No",34,1,0,0,0,1,0,0,1,0,0
"3598","No",45,0,0,1,0,1,0,1,0,0,0
"3599","No",43,1,0,0,0,1,0,0,1,0,0
"3600","No",59,0,1,0,0,1,0,1,0,0,0
"3601","No",50,0,1,0,0,1,0,0,1,0,0
"3602","No",39,0,1,0,0,1,0,0,1,0,0
"3603","No",36,0,1,0,0,1,0,0,1,0,0
"3604","No",44,0,1,0,0,1,0,0,1,0,0
"3605","No",36,0,1,0,0,1,0,0,0,1,0
"3606","No",27,1,0,0,0,0,1,0,0,1,0
"3607","No",29,0,1,0,0,1,0,0,1,0,0
"3609","No",44,1,0,0,0,1,0,0,0,1,0
"3610","No",55,1,0,0,0,1,0,0,0,1,0
"3611","No",36,0,1,0,1,0,0,0,1,0,0
"3612","No",28,0,1,0,0,0,1,0,1,0,0
"3614","No",49,0,1,0,0,1,0,0,1,0,0
"3615","No",71,0,0,1,1,0,0,0,0,1,0
"3616","No",31,1,0,0,0,0,1,0,1,0,0
"3617","No",45,1,0,0,0,0,1,0,0,1,0
"3618","No",42,0,1,0,0,1,0,0,1,0,0
"3619","No",45,1,0,0,0,1,0,0,1,0,0
"3620","No",47,0,1,0,0,1,0,1,0,0,0
"3621","No",60,0,0,1,1,0,0,0,1,0,0
"3622","No",35,1,0,0,0,1,0,0,0,1,0
"3623","No",31,0,1,0,0,0,1,0,0,1,0
"3624","No",33,0,1,0,0,1,0,1,0,0,0
"3626","No",51,0,1,0,0,1,0,0,1,0,0
"3628","No",56,0,1,0,0,1,0,0,1,0,0
"3629","No",29,0,1,0,0,1,0,0,1,0,0
"3630","No",31,0,1,0,0,1,0,0,1,0,0
"3631","No",44,0,1,0,1,0,0,0,0,0,1
"3632","No",55,0,0,1,0,1,0,0,1,0,0
"3633","No",35,0,0,1,0,0,1,0,0,0,1
"3635","No",54,0,0,1,0,1,0,0,1,0,0
"3636","No",32,1,0,0,0,1,0,0,0,1,0
"3637","No",36,1,0,0,1,0,0,0,0,1,0
"3638","No",60,0,0,1,0,1,0,0,1,0,0
"3639","No",32,0,1,0,0,0,1,0,1,0,0
"3640","No",57,1,0,0,0,1,0,0,0,1,0
"3641","No",34,0,1,0,0,1,0,1,0,0,0
"3643","Yes",52,1,0,0,0,0,1,0,0,1,0
"3644","No",45,1,0,0,1,0,0,0,0,0,1
"3646","No",39,0,1,0,0,0,1,1,0,0,0
