"","y","age","jobtype","marital","education","default","balance","housing","loan"
"1560","No",31,"White Collar","Single","Secondary","No",144,"Yes","No"
"1561","No",52,"White Collar","Married","Tertiary","No",1339,"Yes","No"
"1563","No",43,"Blue Collar","Married","Primary","No",7727,"Yes","No"
"1564","No",55,"White Collar","Married","Secondary","No",204,"No","No"
"1565","No",28,"Blue Collar","Divorced","Unknown","No",101,"Yes","No"
"1566","No",45,"Other/Unknown","Divorced","Secondary","No",728,"Yes","Yes"
"1567","No",45,"White Collar","Married","Primary","No",2418,"Yes","No"
"1568","No",51,"White Collar","Married","Tertiary","No",2934,"Yes","No"
"1569","No",42,"Blue Collar","Single","Secondary","No",0,"Yes","No"
"1570","No",43,"Other/Unknown","Single","Unknown","No",181,"No","No"
"1571","No",34,"White Collar","Married","Tertiary","No",176,"No","No"
"1573","No",37,"Blue Collar","Married","Secondary","No",2023,"Yes","No"
"1574","No",50,"Blue Collar","Married","Secondary","No",372,"Yes","No"
"1575","Yes",42,"White Collar","Divorced","Unknown","No",7702,"No","No"
"1577","No",48,"White Collar","Married","Secondary","No",117,"Yes","No"
"1578","No",47,"White Collar","Married","Secondary","No",104,"Yes","Yes"
"1579","No",40,"White Collar","Married","Tertiary","No",1041,"Yes","No"
"1581","No",38,"Blue Collar","Married","Primary","No",0,"Yes","No"
"1582","No",29,"Blue Collar","Single","Tertiary","No",406,"Yes","No"
"1584","No",26,"Blue Collar","Married","Secondary","No",484,"Yes","No"
"1585","No",30,"Blue Collar","Single","Tertiary","No",3516,"Yes","No"
"1586","No",42,"Blue Collar","Married","Secondary","No",5639,"Yes","No"
"1587","No",42,"White Collar","Single","Tertiary","No",100,"No","No"
"1588","No",31,"White Collar","Single","Secondary","No",1306,"Yes","No"
"1589","No",37,"White Collar","Single","Tertiary","No",815,"Yes","No"
"1590","No",26,"Blue Collar","Married","Secondary","No",245,"Yes","No"
"1591","No",54,"Blue Collar","Married","Unknown","No",191,"No","No"
"1593","No",29,"White Collar","Single","Secondary","No",3672,"Yes","Yes"
"1594","No",50,"Blue Collar","Married","Secondary","No",1572,"Yes","No"
"1595","No",60,"Other/Unknown","Divorced","Secondary","No",385,"Yes","No"
"1596","No",32,"Blue Collar","Single","Secondary","No",29,"No","No"
"1597","No",32,"Blue Collar","Married","Secondary","No",84,"No","Yes"
"1598","No",34,"White Collar","Single","Tertiary","No",876,"Yes","No"
"1599","No",48,"Blue Collar","Single","Primary","No",1499,"Yes","No"
"1600","No",25,"Other/Unknown","Married","Tertiary","No",0,"Yes","No"
"1602","No",32,"Blue Collar","Married","Primary","No",329,"Yes","No"
"1603","No",47,"White Collar","Divorced","Secondary","No",162,"Yes","No"
"1605","Yes",49,"White Collar","Single","Tertiary","No",151,"Yes","No"
"1606","No",53,"Blue Collar","Married","Secondary","No",-2,"Yes","Yes"
"1607","No",41,"Blue Collar","Single","Unknown","No",4684,"No","No"
"1608","No",47,"White Collar","Divorced","Tertiary","No",1149,"No","Yes"
"1609","No",35,"Blue Collar","Married","Primary","No",11,"Yes","No"
"1610","No",33,"White Collar","Single","Secondary","No",8004,"No","No"
"1611","No",49,"Blue Collar","Married","Primary","No",1019,"Yes","No"
"1612","Yes",46,"White Collar","Divorced","Tertiary","No",1297,"No","No"
"1613","No",29,"White Collar","Divorced","Tertiary","No",415,"Yes","Yes"
"1614","No",58,"White Collar","Married","Primary","No",671,"Yes","No"
"1615","No",40,"White Collar","Single","Secondary","No",2378,"Yes","No"
"1616","No",34,"White Collar","Married","Tertiary","No",417,"Yes","No"
"1617","No",60,"Other/Unknown","Married","Primary","No",71,"No","No"
"1618","No",43,"White Collar","Married","Tertiary","No",1188,"No","No"
"1619","No",50,"Blue Collar","Married","Primary","No",8139,"Yes","No"
"1620","No",33,"Blue Collar","Married","Secondary","No",249,"Yes","No"
"1621","No",37,"Blue Collar","Married","Primary","No",689,"Yes","No"
"1623","No",45,"Blue Collar","Single","Primary","Yes",-183,"No","Yes"
"1624","No",47,"Blue Collar","Married","Primary","No",3451,"No","Yes"
"1625","No",58,"Blue Collar","Married","Secondary","No",116,"No","No"
"1627","No",55,"Blue Collar","Married","Secondary","No",0,"Yes","No"
"1628","No",31,"Blue Collar","Married","Secondary","No",897,"Yes","No"
"1630","No",42,"Blue Collar","Married","Secondary","No",130,"Yes","No"
"1631","No",32,"White Collar","Divorced","Tertiary","No",1,"Yes","No"
"1632","No",39,"Blue Collar","Married","Secondary","No",8,"No","No"
"1633","No",41,"Blue Collar","Married","Secondary","No",55,"Yes","No"
"1638","No",43,"Blue Collar","Married","Primary","No",1211,"Yes","No"
"1639","Yes",39,"White Collar","Single","Tertiary","No",426,"No","No"
"1640","No",27,"White Collar","Single","Secondary","No",376,"Yes","Yes"
"1641","No",39,"White Collar","Married","Tertiary","No",12,"Yes","No"
"1642","No",27,"Blue Collar","Single","Secondary","No",23,"No","No"
"1643","No",33,"White Collar","Married","Secondary","No",353,"Yes","No"
"1644","No",29,"Blue Collar","Divorced","Secondary","No",330,"Yes","No"
"1645","No",33,"White Collar","Divorced","Tertiary","No",0,"No","No"
"1646","No",41,"White Collar","Married","Secondary","No",353,"No","No"
"1647","No",38,"Blue Collar","Single","Tertiary","No",2273,"Yes","No"
"1648","No",30,"White Collar","Married","Tertiary","No",0,"Yes","No"
"1649","No",58,"Other/Unknown","Married","Tertiary","No",744,"No","No"
"1650","No",37,"Blue Collar","Single","Secondary","No",608,"No","No"
"1652","No",45,"Blue Collar","Married","Primary","No",1291,"Yes","No"
"1653","No",23,"Blue Collar","Single","Secondary","No",-306,"Yes","No"
"1655","No",44,"Blue Collar","Married","Primary","No",-312,"Yes","No"
"1656","No",32,"Blue Collar","Single","Secondary","No",493,"No","No"
"1657","No",32,"White Collar","Married","Tertiary","No",71,"Yes","No"
"1658","No",38,"White Collar","Married","Tertiary","No",669,"Yes","Yes"
"1660","No",34,"Blue Collar","Single","Secondary","No",84,"Yes","No"
"1661","No",52,"Blue Collar","Married","Secondary","No",108,"Yes","No"
"1662","No",45,"White Collar","Single","Secondary","No",-11,"Yes","No"
"1663","No",50,"Blue Collar","Married","Primary","No",1164,"Yes","No"
"1664","Yes",52,"Blue Collar","Divorced","Primary","No",-191,"Yes","No"
"1665","No",37,"Blue Collar","Married","Secondary","No",132,"No","No"
"1666","No",51,"Blue Collar","Married","Secondary","No",2237,"Yes","No"
"1668","No",33,"Blue Collar","Married","Secondary","No",-346,"Yes","Yes"
"1669","No",28,"Other/Unknown","Married","Secondary","No",655,"Yes","No"
"1670","No",66,"White Collar","Married","Tertiary","No",1048,"Yes","No"
"1671","No",31,"Blue Collar","Single","Secondary","No",0,"Yes","No"
"1672","No",35,"Blue Collar","Married","Primary","No",624,"Yes","No"
"1673","Yes",47,"Blue Collar","Single","Unknown","No",1784,"No","No"
"1674","No",36,"White Collar","Single","Secondary","No",1281,"No","No"
"1675","No",32,"Blue Collar","Single","Tertiary","No",569,"No","Yes"
"1676","No",34,"Blue Collar","Married","Primary","No",1666,"Yes","No"
"1678","No",33,"White Collar","Married","Tertiary","No",263,"No","No"
"1679","No",39,"Blue Collar","Married","Secondary","No",-405,"Yes","No"
"1680","No",38,"White Collar","Married","Secondary","No",279,"Yes","No"
"1681","Yes",32,"Blue Collar","Single","Secondary","No",0,"No","No"
"1682","No",65,"Other/Unknown","Married","Unknown","No",300,"No","No"
"1683","No",34,"Other/Unknown","Single","Tertiary","No",415,"No","No"
"1684","No",34,"White Collar","Single","Primary","No",0,"Yes","Yes"
"1685","No",42,"Blue Collar","Single","Primary","No",1322,"Yes","Yes"
"1686","No",31,"Blue Collar","Married","Secondary","No",1062,"Yes","Yes"
"1687","No",47,"Blue Collar","Married","Secondary","No",302,"Yes","No"
"1688","No",44,"Blue Collar","Divorced","Secondary","No",809,"Yes","No"
"1689","No",38,"Other/Unknown","Married","Secondary","No",-278,"Yes","No"
"1690","No",28,"White Collar","Single","Tertiary","No",3238,"Yes","No"
"1691","No",46,"White Collar","Single","Secondary","No",751,"Yes","No"
"1692","No",51,"Blue Collar","Divorced","Primary","No",-28,"No","Yes"
"1693","No",42,"White Collar","Divorced","Tertiary","No",0,"No","No"
"1694","Yes",37,"Blue Collar","Single","Secondary","No",2442,"No","No"
"1695","No",58,"Other/Unknown","Married","Tertiary","No",1798,"Yes","No"
"1697","No",36,"White Collar","Single","Tertiary","No",260,"Yes","No"
"1700","No",49,"Blue Collar","Married","Unknown","No",323,"Yes","No"
"1701","No",54,"White Collar","Married","Tertiary","No",2960,"Yes","No"
"1702","No",29,"Other/Unknown","Single","Secondary","No",486,"No","No"
"1703","No",51,"Other/Unknown","Divorced","Secondary","No",343,"Yes","No"
"1705","Yes",35,"White Collar","Single","Tertiary","No",5958,"Yes","No"
"1706","Yes",25,"Other/Unknown","Single","Secondary","No",304,"No","No"
"1707","Yes",32,"Blue Collar","Single","Secondary","No",118,"Yes","No"
"1709","No",38,"White Collar","Married","Tertiary","No",76,"Yes","No"
"1710","Yes",46,"White Collar","Married","Secondary","No",70,"Yes","No"
"1711","No",43,"Other/Unknown","Married","Primary","No",960,"Yes","Yes"
"1712","No",32,"Blue Collar","Single","Tertiary","No",2185,"No","No"
"1713","No",29,"Blue Collar","Single","Secondary","No",309,"Yes","No"
"1715","No",57,"Blue Collar","Married","Primary","No",0,"No","No"
"1716","No",38,"White Collar","Married","Secondary","No",3732,"Yes","No"
"1717","No",51,"Blue Collar","Married","Primary","No",1550,"No","No"
"1718","No",35,"White Collar","Single","Tertiary","No",62,"No","Yes"
"1719","No",37,"Blue Collar","Married","Primary","No",704,"No","No"
"1721","No",30,"Blue Collar","Single","Secondary","Yes",4,"Yes","No"
"1722","No",60,"Other/Unknown","Married","Secondary","No",262,"No","No"
"1723","No",56,"White Collar","Married","Secondary","No",238,"Yes","No"
"1724","No",45,"Blue Collar","Married","Primary","No",97,"Yes","No"
"1725","No",38,"Blue Collar","Divorced","Secondary","No",410,"No","No"
"1726","No",20,"Other/Unknown","Single","Secondary","No",1191,"No","No"
"1727","No",59,"Other/Unknown","Married","Primary","No",-47,"Yes","No"
"1728","Yes",34,"Blue Collar","Married","Tertiary","No",197,"No","No"
"1729","No",36,"Blue Collar","Married","Unknown","No",6,"No","No"
"1731","No",51,"White Collar","Married","Tertiary","No",630,"Yes","No"
"1732","No",58,"Other/Unknown","Married","Secondary","No",235,"No","No"
"1733","No",48,"White Collar","Married","Primary","No",1910,"Yes","No"
"1734","No",56,"White Collar","Married","Tertiary","No",3172,"Yes","No"
"1735","No",51,"Blue Collar","Married","Primary","No",872,"No","No"
"1736","No",35,"Blue Collar","Married","Secondary","No",407,"Yes","No"
"1738","No",59,"Other/Unknown","Married","Secondary","No",345,"No","No"
"1739","No",44,"White Collar","Divorced","Tertiary","No",2058,"No","Yes"
"1740","Yes",49,"Other/Unknown","Married","Primary","No",889,"No","No"
"1741","No",35,"White Collar","Married","Tertiary","No",0,"Yes","No"
"1742","No",41,"White Collar","Married","Tertiary","No",51,"No","No"
"1743","No",55,"Other/Unknown","Married","Primary","No",150,"No","No"
"1744","No",51,"White Collar","Married","Secondary","Yes",34,"No","Yes"
"1745","No",27,"Blue Collar","Single","Secondary","No",795,"No","No"
"1746","No",57,"Blue Collar","Married","Primary","No",282,"No","Yes"
"1747","No",51,"White Collar","Single","Tertiary","No",2139,"No","No"
"1748","No",38,"White Collar","Married","Tertiary","No",-469,"Yes","No"
"1752","No",48,"White Collar","Divorced","Secondary","No",1598,"Yes","No"
"1753","No",47,"Blue Collar","Married","Tertiary","No",871,"No","No"
"1754","No",56,"Blue Collar","Married","Secondary","No",83,"No","No"
"1756","Yes",38,"Blue Collar","Married","Secondary","No",226,"Yes","No"
"1757","No",32,"White Collar","Married","Tertiary","No",-55,"Yes","No"
"1758","No",42,"White Collar","Single","Secondary","No",243,"Yes","No"
"1759","No",30,"Blue Collar","Married","Primary","No",-336,"No","No"
"1760","No",26,"White Collar","Single","Tertiary","No",3672,"Yes","No"
"1762","No",35,"Blue Collar","Married","Secondary","No",251,"Yes","Yes"
"1764","Yes",57,"Blue Collar","Married","Secondary","No",2887,"No","No"
"1766","No",32,"Blue Collar","Single","Secondary","No",2,"No","No"
"1767","No",45,"Blue Collar","Married","Secondary","No",1415,"Yes","No"
"1769","No",31,"Blue Collar","Single","Secondary","No",1094,"Yes","No"
"1770","No",50,"White Collar","Married","Unknown","No",-84,"Yes","No"
"1771","No",38,"Blue Collar","Single","Secondary","No",-1,"Yes","No"
"1772","No",37,"White Collar","Married","Tertiary","No",347,"Yes","No"
"1773","No",35,"White Collar","Married","Tertiary","No",1253,"Yes","No"
"1774","No",37,"Other/Unknown","Married","Unknown","No",4565,"No","No"
"1775","No",28,"White Collar","Single","Tertiary","No",781,"No","No"
"1776","No",38,"White Collar","Married","Tertiary","No",7124,"No","No"
"1777","No",43,"White Collar","Married","Secondary","No",17555,"No","No"
"1778","No",43,"White Collar","Married","Unknown","No",5172,"Yes","No"
"1779","No",56,"White Collar","Married","Tertiary","No",15520,"No","No"
"1781","No",58,"White Collar","Divorced","Tertiary","No",1533,"No","No"
"1782","No",47,"White Collar","Married","Tertiary","No",286,"No","No"
"1783","No",31,"Blue Collar","Single","Secondary","No",-219,"Yes","No"
"1784","No",38,"White Collar","Married","Tertiary","No",0,"Yes","No"
"1785","No",50,"Blue Collar","Married","Secondary","No",810,"Yes","No"
"1786","No",32,"Blue Collar","Married","Secondary","No",300,"No","No"
"1788","No",39,"White Collar","Married","Tertiary","No",0,"Yes","No"
"1789","No",40,"Blue Collar","Married","Secondary","No",113,"Yes","No"
"1790","No",41,"Blue Collar","Married","Secondary","No",641,"Yes","No"
"1791","No",45,"Blue Collar","Married","Secondary","No",1477,"Yes","No"
"1792","No",31,"White Collar","Married","Secondary","No",0,"Yes","No"
"1793","No",54,"Blue Collar","Married","Primary","No",8,"Yes","No"
"1794","No",39,"White Collar","Divorced","Secondary","No",399,"Yes","Yes"
"1795","No",56,"White Collar","Divorced","Secondary","Yes",-435,"Yes","Yes"
"1796","No",35,"White Collar","Single","Secondary","No",2830,"No","No"
"1797","No",34,"White Collar","Married","Secondary","No",15,"No","No"
"1798","No",31,"Blue Collar","Single","Secondary","No",125,"No","No"
"1799","No",38,"Blue Collar","Married","Tertiary","No",45,"No","No"
"1800","No",41,"Blue Collar","Married","Tertiary","No",13,"No","No"
"1801","No",44,"White Collar","Married","Tertiary","No",0,"Yes","No"
"1802","No",49,"Blue Collar","Married","Secondary","No",579,"Yes","No"
"1803","No",30,"Blue Collar","Single","Secondary","No",432,"Yes","No"
"1804","No",31,"Blue Collar","Single","Secondary","No",1987,"Yes","No"
"1805","No",34,"White Collar","Married","Secondary","No",857,"Yes","No"
"1807","No",45,"White Collar","Married","Tertiary","No",3370,"No","No"
"1808","No",31,"White Collar","Married","Tertiary","No",6290,"No","No"
"1809","No",57,"White Collar","Married","Secondary","No",808,"No","No"
"1810","No",40,"Blue Collar","Married","Unknown","No",4075,"Yes","No"
"1812","No",44,"White Collar","Single","Secondary","No",-101,"Yes","No"
"1813","No",49,"Blue Collar","Divorced","Secondary","No",3250,"No","No"
"1814","No",46,"White Collar","Married","Tertiary","No",1375,"Yes","No"
"1815","No",34,"White Collar","Married","Tertiary","No",180,"No","No"
"1816","No",58,"Blue Collar","Married","Secondary","No",175,"No","No"
"1817","No",52,"Blue Collar","Married","Secondary","No",381,"No","Yes"
"1819","No",48,"Blue Collar","Married","Secondary","No",340,"Yes","No"
"1820","No",33,"Blue Collar","Divorced","Secondary","Yes",10,"Yes","Yes"
"1822","No",51,"Other/Unknown","Married","Unknown","No",21244,"No","Yes"
"1823","Yes",31,"White Collar","Married","Tertiary","No",156,"No","No"
"1824","No",35,"Blue Collar","Divorced","Secondary","No",473,"Yes","Yes"
"1825","No",37,"White Collar","Single","Secondary","No",781,"No","No"
"1826","No",60,"White Collar","Married","Primary","No",0,"No","No"
"1827","No",40,"Blue Collar","Married","Secondary","No",1819,"No","No"
"1829","No",34,"White Collar","Married","Secondary","No",456,"Yes","Yes"
"1830","No",32,"Blue Collar","Married","Secondary","No",253,"Yes","No"
"1832","No",32,"White Collar","Single","Tertiary","No",-59,"No","Yes"
"1833","No",40,"Blue Collar","Divorced","Secondary","No",-81,"No","Yes"
"1835","No",57,"White Collar","Married","Tertiary","No",0,"Yes","No"
"1836","No",46,"White Collar","Married","Tertiary","No",-3,"No","No"
"1837","No",31,"Blue Collar","Single","Primary","No",2488,"Yes","No"
"1838","Yes",39,"Blue Collar","Divorced","Tertiary","Yes",3,"No","No"
"1839","No",35,"White Collar","Married","Secondary","No",839,"Yes","No"
"1840","No",32,"Blue Collar","Married","Primary","No",103,"No","No"
"1841","No",44,"Blue Collar","Divorced","Secondary","No",316,"Yes","No"
"1842","No",41,"Blue Collar","Single","Secondary","No",1680,"Yes","No"
"1843","No",59,"Other/Unknown","Divorced","Primary","No",7179,"No","No"
